key,name,activeInSonarWay,triggeredInCurrentProject,currentIssueCount,status,legacyType,legacySeverity,scope,qualityImpacts,systemTags,hasParameters,isTemplate
java:S1941,Variables should not be declared before they are relevant,False,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,brain-overload,False,False
java:S1942,Simple class names should be used,False,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,confusing;redundant,False,False
java:S1943,Classes and methods that rely on the default system encoding should not be used,False,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,unpredictable;cert;i18n,False,False
java:S1948,"Fields in a ""Serializable"" class should either be transient or serializable",True,True,4,READY,CODE_SMELL,CRITICAL,MAIN,MAINTAINABILITY:HIGH,cwe;serialization,False,False
java:S1989,Exceptions should not be thrown from servlet methods,True,False,0,READY,VULNERABILITY,MINOR,MAIN,SECURITY:LOW,error-handling;cwe;cert,False,False
java:S1994,"""for"" loop increment clauses should modify the loops' counters",True,False,0,READY,CODE_SMELL,CRITICAL,ALL,MAINTAINABILITY:HIGH,confusing,False,False
java:S1996,Files should contain only one top-level class or interface each,False,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,brain-overload,False,False
java:S2039,Member variable visibility should be specified,False,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,,False,False
java:S2047,"The names of methods with boolean return values should start with ""is"" or ""has""",False,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,convention,False,False
java:S2053,Password hashing functions should use an unpredictable salt,True,False,0,READY,VULNERABILITY,CRITICAL,MAIN,SECURITY:HIGH,cwe,False,False
java:S2055,"The non-serializable super class of a ""Serializable"" class should have a no-argument constructor",True,False,0,READY,BUG,MINOR,MAIN,RELIABILITY:LOW,serialization,False,False
java:S2057,"""Serializable"" classes should have a ""serialVersionUID""",False,False,0,READY,CODE_SMELL,CRITICAL,MAIN,MAINTAINABILITY:HIGH,serialization;cert;pitfall,False,False
java:S2059,"""Serializable"" inner classes of ""Serializable"" classes should be static",False,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,serialization;cert;pitfall,False,False
java:S2060,"""Externalizable"" classes should have no-arguments constructors",True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,,False,False
java:S2061,Custom serialization methods should have required signatures,True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,cert,False,False
java:S2062,"""readResolve"" methods should be inheritable",True,False,0,READY,CODE_SMELL,CRITICAL,MAIN,MAINTAINABILITY:HIGH,pitfall,False,False
java:S2063,"Comparators should be ""Serializable""",False,False,0,READY,CODE_SMELL,CRITICAL,MAIN,MAINTAINABILITY:HIGH,serialization;pitfall,False,False
java:S2065,"Fields in non-serializable classes should not be ""transient""",True,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,serialization;unused,False,False
java:S2066,"""Serializable"" inner classes of non-serializable outer classes should be ""static""",True,False,0,READY,BUG,MINOR,MAIN,RELIABILITY:LOW,serialization;cert,False,False
java:S2068,Credentials should not be hard-coded,True,False,0,READY,VULNERABILITY,MAJOR,MAIN,SECURITY:MEDIUM,cwe;cert;secret;former-hotspot,True,False
java:S2077,SQL queries should not be dynamically formatted,True,False,0,READY,VULNERABILITY,MAJOR,MAIN,SECURITY:MEDIUM;MAINTAINABILITY:LOW,spring;cwe;bad-practice;cert;hibernate;sql;former-hotspot,False,False
java:S2092,"Cookies should have the ""secure"" flag",True,False,0,READY,VULNERABILITY,MINOR,MAIN,SECURITY:LOW,spring;cwe;privacy;former-hotspot,False,False
java:S2093,Try-with-resources should be used,True,True,1,READY,CODE_SMELL,CRITICAL,ALL,MAINTAINABILITY:HIGH,java8;cert;pitfall,False,False
java:S2094,Classes should not be empty,True,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,clumsy,False,False
java:S2095,Resources should be closed,True,False,0,READY,BUG,BLOCKER,ALL,RELIABILITY:BLOCKER,symbolic-execution;cwe;leak;denial-of-service;cert,True,False
java:S2096,"""main"" should not ""throw"" anything",False,False,0,READY,CODE_SMELL,BLOCKER,MAIN,MAINTAINABILITY:BLOCKER,error-handling,False,False
java:S2097,"""equals(Object obj)"" should test the argument's type",True,False,0,READY,BUG,MINOR,MAIN,RELIABILITY:LOW,,False,False
java:S2109,Reflection should not be used to check non-runtime annotations,True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,,False,False
java:S2110,"Invalid ""Date"" values should not be used",True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,,False,False
java:S2111,"""BigDecimal(double)"" should not be used",True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,cert,False,False
java:S2112,"""URL.hashCode"" and ""URL.equals"" should be avoided",True,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,performance,False,False
java:S2114,Collections should not be passed as arguments to their own methods,True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,,False,False
java:S2115,A secure password should be used when connecting to a database,True,False,0,READY,VULNERABILITY,BLOCKER,MAIN,SECURITY:BLOCKER,cwe;secret,False,False
java:S2116,"""hashCode"" and ""toString"" should not be called on array instances",True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,,False,False
java:S2118,"""writeObject"" argument must implement ""Serializable""",True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,serialization,False,False
java:S2119,"""Random"" objects should be reused",True,False,0,READY,BUG,CRITICAL,MAIN,RELIABILITY:HIGH,,False,False
java:S2121,String operations with predictable outcomes should be avoided,True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,clumsy,False,False
java:S2122,"""ScheduledThreadPoolExecutor"" should not have 0 core threads",True,False,0,READY,BUG,CRITICAL,MAIN,RELIABILITY:HIGH,,False,False
java:S2123,Values should not be uselessly incremented,True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,unused,False,False
java:S2127,"""Double.longBitsToDouble"" should take ""long"" as argument",True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,,False,False
java:S2129,"Constructors should not be used to instantiate ""String"", ""BigInteger"", ""BigDecimal"" and primitive-wrapper classes",True,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,performance,False,False
java:S2130,"Parsing should be used to convert ""Strings"" to primitives",True,False,0,READY,CODE_SMELL,MINOR,ALL,MAINTAINABILITY:LOW,performance,False,False
java:S2131,"Primitives should not be boxed just for ""String"" conversion",False,False,0,DEPRECATED,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,,False,False
java:S2133,"Objects should not be created only to invoke ""getClass""",True,False,0,READY,CODE_SMELL,MAJOR,ALL,MAINTAINABILITY:MEDIUM,performance,False,False
java:S2134,"Classes extending java.lang.Thread should provide a specific ""run"" behavior",True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,multi-threading;pitfall,False,False
java:S2139,Exceptions should be either logged or rethrown but not both,True,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,error-handling;logging,False,False
java:S2140,"Methods of ""Random"" that return floating point values should not be used in random integer generation",True,False,0,READY,CODE_SMELL,MINOR,ALL,MAINTAINABILITY:LOW,performance;clumsy,False,False
java:S2141,"Classes that don't define ""hashCode()"" should not be used in hashes",False,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,,False,False
java:S2142,"""InterruptedException"" and ""ThreadDeath"" should not be ignored",True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,error-handling;cwe;multi-threading,False,False
java:S2143,"""java.time"" classes should be used for dates and times",True,False,0,READY,CODE_SMELL,INFO,MAIN,MAINTAINABILITY:INFO,java8;pitfall,False,False
java:S2147,Catches should be combined,True,False,0,READY,CODE_SMELL,MINOR,ALL,MAINTAINABILITY:LOW,clumsy,False,False
java:S2148,Underscores should be used to make large numbers readable,False,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,convention,False,False
java:S2151,"""runFinalizersOnExit"" should not be called",True,False,0,READY,BUG,CRITICAL,MAIN,RELIABILITY:HIGH,cert,False,False
java:S2153,Unnecessary boxing and unboxing should be avoided,True,False,0,READY,BUG,MINOR,ALL,RELIABILITY:LOW,clumsy,False,False
java:S2154,Dissimilar primitive wrappers should not be used with the ternary operator without explicit casting,True,False,0,READY,BUG,MAJOR,ALL,RELIABILITY:MEDIUM,,False,False
java:S2156,"""final"" classes should not have ""protected"" members",False,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,confusing,False,False
java:S2157,"""Cloneables"" should implement ""clone""",True,False,0,READY,CODE_SMELL,CRITICAL,MAIN,MAINTAINABILITY:HIGH,convention;api-design,False,False
java:S2159,Unnecessary equality checks should not be made,True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,unused;cert,False,False
java:S2160,"Subclasses that add fields to classes that override ""equals"" should also override ""equals""",True,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,suspicious,False,False
java:S2162,"""equals"" methods should be symmetric and work for subclasses",False,False,0,READY,BUG,MINOR,MAIN,RELIABILITY:LOW,cert,False,False
java:S2164,Math should not be performed on floats,False,False,0,READY,BUG,MINOR,MAIN,RELIABILITY:LOW,cert,False,False
java:S2165,"""finalize"" should not set fields to ""null""",False,False,0,DEPRECATED,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,,False,False
java:S2166,"Classes named like ""Exception"" should extend ""Exception"" or a subclass",True,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,error-handling;convention;pitfall,False,False
java:S2167,"""compareTo"" should not return ""Integer.MIN_VALUE""",True,False,0,READY,BUG,MINOR,MAIN,RELIABILITY:LOW,,False,False
java:S2168,Double-checked locking should not be used,True,False,0,READY,BUG,BLOCKER,ALL,RELIABILITY:BLOCKER,singleton;cwe;multi-threading;design;cert,False,False
java:S2175,"Inappropriate ""Collection"" calls should not be made",True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,cert,False,False
java:S2176,Class names should not shadow interfaces or superclasses,True,False,0,READY,CODE_SMELL,CRITICAL,MAIN,MAINTAINABILITY:HIGH,pitfall,False,False
java:S2177,Child class methods named for parent class methods should be overrides,True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,pitfall,False,False
java:S2178,Short-circuit logic should be used in boolean contexts,True,False,0,READY,CODE_SMELL,BLOCKER,ALL,MAINTAINABILITY:BLOCKER,cert,False,False
java:S2183,Ints and longs should not be shifted by zero or more than their number of bits-1,True,False,0,READY,BUG,MINOR,ALL,RELIABILITY:LOW,,False,False
java:S2184,Math operands should be cast before assignment,True,False,0,READY,BUG,MINOR,MAIN,RELIABILITY:LOW,cwe;overflow;cert,False,False
java:S2185,Do not perform unnecessary mathematical operations,True,False,0,READY,CODE_SMELL,MAJOR,ALL,MAINTAINABILITY:MEDIUM,clumsy,False,False
java:S2186,"JUnit assertions should not be used in ""run"" methods",True,False,0,READY,CODE_SMELL,CRITICAL,TEST,MAINTAINABILITY:HIGH,junit;tests,False,False
java:S2187,TestCases should contain tests,True,False,0,READY,CODE_SMELL,BLOCKER,TEST,MAINTAINABILITY:BLOCKER,junit;tests;unused;confusing,True,False
java:S2188,JUnit test cases should call super methods,True,False,0,READY,CODE_SMELL,BLOCKER,TEST,MAINTAINABILITY:BLOCKER,junit;tests,False,False
java:S2189,Loops should not be infinite,True,False,0,READY,BUG,BLOCKER,MAIN,RELIABILITY:BLOCKER,symbolic-execution;cert,False,False
java:S2196,"Switches should be used for sequences of simple ""String"" tests",False,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,clumsy,False,False
java:S2197,Modulus results should not be checked for direct equality,False,False,0,READY,CODE_SMELL,CRITICAL,MAIN,MAINTAINABILITY:HIGH,cert;suspicious,False,False
java:S2200,"""compareTo"" results should not be checked for specific values",True,False,0,READY,BUG,MINOR,MAIN,RELIABILITY:LOW,unpredictable,False,False
java:S2201,Return values from functions without side effects should not be ignored,True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,cert,False,False
java:S2203,"""collect"" should be used with ""Streams"" instead of ""list::add""",False,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,java8,False,False
java:S2204,""".equals()"" should not be used to test the values of ""Atomic"" classes",True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,multi-threading,False,False
java:S2206,Do not mix field and getter persistence annotations,True,False,0,READY,BUG,BLOCKER,MAIN,RELIABILITY:BLOCKER,jakarta,False,False
java:S2208,Wildcard imports should not be used,False,False,0,READY,CODE_SMELL,CRITICAL,MAIN,MAINTAINABILITY:HIGH,pitfall,False,False
java:S2209,"""static"" members should be accessed statically",True,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,pitfall,False,False
java:S2211,Types should be used in lambdas,False,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,convention;java8,False,False
java:S2221,"""Exception"" should not be caught when not required by called methods",False,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,error-handling;cwe,False,False
java:S2222,Locks should be released on all paths,True,False,0,READY,BUG,CRITICAL,ALL,RELIABILITY:HIGH,cwe;symbolic-execution;multi-threading,False,False
java:S2225,"""toString()"" and ""clone()"" methods should not return null",True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,cwe;cert,False,False
java:S2226,Servlets should not have mutable instance fields,True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,multi-threading;struts;cert,False,False
java:S2229,"Methods should not call same-class methods with incompatible ""@Transactional"" values",True,False,0,READY,BUG,BLOCKER,MAIN,RELIABILITY:BLOCKER,spring,False,False
java:S2230,Methods with Spring proxying annotations should be public,True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,spring,False,False
java:S2232,"""ResultSet.isLast()"" should not be used",True,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,performance;pitfall;sql,False,False
java:S2234,Parameters should be passed in the correct order,True,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,,False,False
java:S2235,"""IllegalMonitorStateException"" should not be caught",True,False,0,READY,CODE_SMELL,CRITICAL,MAIN,MAINTAINABILITY:HIGH,error-handling;multi-threading,False,False
java:S2236,"Methods ""wait(...)"", ""notify()"" and ""notifyAll()"" should not be called on Thread instances",True,False,0,READY,BUG,BLOCKER,MAIN,RELIABILITY:BLOCKER,multi-threading,False,False
java:S2245,Pseudorandom number generators (PRNGs) should not be used in security contexts,True,False,0,READY,VULNERABILITY,MAJOR,MAIN,SECURITY:MEDIUM,cwe;former-hotspot,False,False
java:S2250,Collection methods with O(n) performance should be used carefully,False,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,performance,False,False
java:S2251,"A ""for"" loop update clause should move the counter in the right direction",True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,cert,False,False
java:S2252,Loop conditions should be true at least once,True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,,False,False
java:S2253,Track uses of disallowed methods,False,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,,True,True
java:S2254,"""HttpServletRequest.getRequestedSessionId()"" should not be used",True,False,0,READY,VULNERABILITY,CRITICAL,MAIN,SECURITY:HIGH,cwe,False,False
java:S2257,Custom cryptographic algorithms should not be used,True,False,0,READY,VULNERABILITY,CRITICAL,MAIN,SECURITY:HIGH,cwe;former-hotspot,False,False
java:S2259,Null pointers should not be dereferenced,True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,cwe;symbolic-execution;cert,False,False
java:S2260,Java parser failure,False,False,0,READY,CODE_SMELL,MAJOR,ALL,MAINTAINABILITY:MEDIUM,suspicious,False,False
java:S2272,"""Iterator.next()"" methods should throw ""NoSuchElementException""",True,False,0,READY,BUG,MINOR,MAIN,RELIABILITY:LOW,error-handling;unpredictable,False,False
java:S2273,"""Object.wait()"", ""Object.notify()"" and ""Object.notifyAll()"" should only be called from synchronized code",True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,multi-threading,False,False
java:S2274,"""Object.wait(...)"" and ""Condition.await(...)"" should be called inside a ""while"" loop",True,False,0,READY,CODE_SMELL,CRITICAL,MAIN,MAINTAINABILITY:HIGH,multi-threading;cert,False,False
java:S2275,Printf-style format strings should not lead to unexpected behavior at runtime,True,False,0,READY,BUG,BLOCKER,MAIN,RELIABILITY:BLOCKER,cert,False,False
java:S2276,"""wait(...)"" should be used instead of ""Thread.sleep(...)"" when a lock is held",True,False,0,READY,BUG,BLOCKER,MAIN,RELIABILITY:BLOCKER,multi-threading;performance;cert,False,False
java:S2293,"The diamond operator (""<>"") should be used",False,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,clumsy,False,False
java:S2301,Public methods should not contain selector arguments,False,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,design,False,False
java:S2308,"""deleteOnExit"" should not be used",False,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,performance,False,False
java:S2309,Files should not be empty,False,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,unused,False,False
java:S2325,"""private"" and ""final"" methods that don't access instance data should be ""static""",False,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,pitfall,False,False
java:S2326,Unused type parameters should be removed,True,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,unused,False,False
java:S2333,Redundant modifiers should not be used,False,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,finding;clumsy,False,False
java:S2384,Private mutable members should not be stored or returned directly,False,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,cwe;unpredictable;cert,False,False
java:S2386,"Mutable fields should not be ""public static""",True,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,cwe;unpredictable;cert,False,False
java:S2387,Child class fields should not shadow parent class fields,True,False,0,READY,CODE_SMELL,BLOCKER,MAIN,MAINTAINABILITY:BLOCKER,confusing,False,False
java:S2388,Inner class calls to super class methods should be unambiguous,True,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,pitfall,False,False
java:S2390,Classes should not access their own subclasses during class initialization,True,False,0,READY,BUG,CRITICAL,MAIN,RELIABILITY:HIGH,cert,False,False
java:S2437,Unnecessary bit operations should not be performed,True,False,0,READY,CODE_SMELL,BLOCKER,MAIN,MAINTAINABILITY:BLOCKER,suspicious,False,False
java:S2438,"""Thread"" should not be used where a ""Runnable"" argument is expected",True,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,multi-threading;pitfall,False,False
java:S2440,"Classes with only ""static"" methods should not be instantiated",True,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,clumsy,False,False
java:S2441,"Non-serializable objects should not be stored in ""javax.servlet.http.HttpSession"" instances",True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,cwe,False,False
java:S2442,"Synchronizing on a ""Lock"" object should be avoided",True,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,multi-threading;cert;clumsy,False,False
java:S2444,"Lazy initialization of ""static"" fields should be ""synchronized""",False,False,0,READY,CODE_SMELL,CRITICAL,MAIN,MAINTAINABILITY:HIGH,multi-threading,False,False
java:S2445,"Blocks should be synchronized on ""private final"" fields",True,True,8,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,cwe;multi-threading;cert,False,False
java:S2446,"""notifyAll()"" should be preferred over ""notify()""",True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,multi-threading;cert,False,False
java:S2447,"""null"" should not be returned from a ""Boolean"" method",True,False,0,READY,CODE_SMELL,CRITICAL,MAIN,MAINTAINABILITY:HIGH,cwe;cert;pitfall,False,False
java:S2479,Whitespace and control characters in literals should be explicit,True,True,1,READY,CODE_SMELL,CRITICAL,MAIN,MAINTAINABILITY:HIGH,pitfall,True,False
java:S2583,Conditionally executed code should be reachable,True,False,0,READY,BUG,MAJOR,ALL,RELIABILITY:MEDIUM,symbolic-execution;cwe;unused;cert;suspicious;pitfall,False,False
java:S2589,Boolean expressions should not be gratuitous,True,True,1,READY,CODE_SMELL,MAJOR,ALL,MAINTAINABILITY:MEDIUM,symbolic-execution;cwe;suspicious;redundant,False,False
java:S2612,File permissions should not be set to world-accessible values,True,False,0,READY,VULNERABILITY,MAJOR,MAIN,SECURITY:MEDIUM,cwe;cert;former-hotspot,False,False
java:S2629,"""Preconditions"" and logging arguments should not require evaluation",True,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,performance,False,False
java:S2637,"""@NonNull"" values should not be set to null",True,False,0,READY,BUG,MINOR,MAIN,RELIABILITY:LOW,symbolic-execution;cwe;cert,False,False
java:S2638,Method overrides should not change contracts,True,False,0,READY,CODE_SMELL,CRITICAL,MAIN,MAINTAINABILITY:HIGH,suspicious,False,False
java:S2639,Inappropriate regular expressions should not be used,True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,,False,False
java:S2647,Basic authentication should not be used,False,False,0,DEPRECATED,VULNERABILITY,CRITICAL,MAIN,SECURITY:HIGH,,False,False
java:S2654,JEE applications should not use threads or synchronization,True,False,0,READY,BUG,CRITICAL,MAIN,RELIABILITY:HIGH,cwe;multi-threading;jee;jakarta,False,False
java:S2658,Classes should not be loaded dynamically,False,False,0,DEPRECATED,VULNERABILITY,CRITICAL,MAIN,SECURITY:HIGH,,False,False
java:S2674,The value returned from a stream read should be checked,True,False,0,READY,BUG,MINOR,MAIN,RELIABILITY:LOW,cert,False,False
java:S2675,"""readObject"" should not be ""synchronized""",True,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,confusing,False,False
java:S2676,"""Math.abs"" and negation should not be used on numbers that could be ""MIN_VALUE""",True,False,0,READY,BUG,MINOR,MAIN,RELIABILITY:LOW,suspicious,False,False
java:S2677,"""read"" and ""readLine"" return values should be used",True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,,False,False
java:S2681,Multiline blocks should be enclosed in curly braces,True,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,cwe;cert,False,False
java:S2689,"Files opened in append mode should not be used with ""ObjectOutputStream""",True,False,0,READY,BUG,BLOCKER,MAIN,RELIABILITY:BLOCKER,serialization;symbolic-execution,False,False
java:S2692,"""indexOf"" checks should not be for positive numbers",True,False,0,READY,CODE_SMELL,CRITICAL,MAIN,MAINTAINABILITY:HIGH,suspicious,False,False
java:S2693,Threads should not be started in constructors,False,False,0,READY,CODE_SMELL,BLOCKER,MAIN,MAINTAINABILITY:BLOCKER,multi-threading;cert;pitfall,False,False
java:S2694,"Inner classes which do not reference their owning classes should be ""static""",False,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,performance,False,False
java:S2695,"""PreparedStatement"" and ""ResultSet"" methods should be called with valid indices",True,False,0,READY,BUG,BLOCKER,MAIN,RELIABILITY:BLOCKER,sql,False,False
java:S2696,"Instance methods should not write to ""static"" fields",True,False,0,READY,CODE_SMELL,CRITICAL,MAIN,MAINTAINABILITY:HIGH,multi-threading,False,False
java:S2698,Test assertions should include messages,False,False,0,READY,CODE_SMELL,MINOR,TEST,MAINTAINABILITY:LOW,junit;tests,False,False
java:S2699,Tests should include assertions,True,False,0,READY,CODE_SMELL,BLOCKER,TEST,MAINTAINABILITY:BLOCKER,junit;tests,True,False
java:S2701,Literal boolean values and nulls should not be used in assertions,False,False,0,READY,CODE_SMELL,MINOR,TEST,MAINTAINABILITY:LOW,junit;tests,False,False
java:S2718,"""DateUtils.truncate"" from Apache Commons Lang library should not be used",True,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,performance;java8,False,False
java:S2737,"""catch"" clauses should do more than rethrow",True,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,error-handling;unused;finding;clumsy,False,False
java:S2755,XML parsers should not be vulnerable to XXE attacks,True,False,0,READY,VULNERABILITY,BLOCKER,MAIN,SECURITY:BLOCKER,symbolic-execution;cwe,False,False
java:S2757,"Non-existent operators like ""=+"" should not be used",True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,,False,False
java:S2761,Unary prefix operators should not be repeated,True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,,False,False
java:S2786,"Nested ""enum""s should not be declared static",True,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,redundant,False,False
java:S2789,"""null"" should not be used with ""Optional""",True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,java8,False,False
java:S2864,"""entrySet()"" should be iterated when both the key and value are needed",True,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,performance,False,False
java:S2885,Non-thread-safe fields should not be static,True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,multi-threading,False,False
java:S2886,Getters and setters should be synchronized in pairs,True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,multi-threading;cert,False,False
java:S2924,JUnit rules should be used,True,False,0,READY,CODE_SMELL,MINOR,TEST,MAINTAINABILITY:LOW,junit;tests;unused,False,False
java:S2925,"""Thread.sleep"" should not be used in tests",True,True,7,READY,CODE_SMELL,MAJOR,TEST,MAINTAINABILITY:MEDIUM,tests;bad-practice,False,False
java:S2959,Unnecessary semicolons should be omitted,False,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,convention,False,False
java:S2970,Assertions should be complete,True,False,0,READY,CODE_SMELL,BLOCKER,TEST,MAINTAINABILITY:BLOCKER,tests;assertj;mockito,False,False
java:S2972,Inner classes should not have too many lines of code,False,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,brain-overload,True,False
java:S2973,Escaped Unicode characters should not be used,False,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,confusing,False,False
java:S2974,"Classes without ""public"" constructors should be ""final""",False,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,design,False,False
java:S2975,"""clone"" should not be overridden",True,False,0,READY,CODE_SMELL,BLOCKER,MAIN,MAINTAINABILITY:BLOCKER,suspicious,False,False
java:S3008,Static non-final field names should comply with a naming convention,False,False,0,READY,CODE_SMELL,MINOR,ALL,MAINTAINABILITY:LOW,convention,True,False
java:S3010,Static fields should not be updated in constructors,True,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,,False,False
java:S3011,"Reflection should not be used to increase accessibility of classes, methods, or fields",True,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,cert,False,False
